15.18,55.0,113.272727273
39.19,65.0,116.015384615
28.97,61.0,107.081967213
41.95,67.0,107.611940299
28.53,61.0,111.0
-0.38,48.0,102.75
31.9,63.0,109.603174603
26.58,61.0,103.672131148
