-48.55,0.32,77.03125
-42.3,0.47,34.8936170213
-38.75,0.66,7.72727272727
-38.6,0.68,4.41176470588
-26.2,0.78,2.82051282051
-43.75,0.72,-7.77777777778
-61.15,0.66,-15.1515151515
-84.45,0.6,-33.6666666667
-89.65,0.68,-58.8235294118
-98.15,0.68,-62.5
