57.98,66.0,132.393939394
48.07,63.0,125.53968254
40.85,60.0,130.15
50.07,65.0,122.384615385
52.21,69.0,116.594202899
53.92,65.0,124.769230769
65.12,73.0,118.0
69.67,69.0,135.231884058
74.43,74.0,131.986486486
47.31,62.0,125.725806452
35.98,59.0,121.118644068
